Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G
LA RIOJA,Arauco,Villa Mazán,1090,0,0,0,0,0,1,1,0,0
LA RIOJA,Capital,La Rioja,178872,1,1,1,1,1,1,1,1,1
LA RIOJA,Castro Barros,Aminga,833,0,1,0,1,0,1,1,0,0
LA RIOJA,Castro Barros,Anillaco,1573,0,1,0,1,1,0,1,0,1
LA RIOJA,Castro Barros,Anjullón,418,0,1,0,1,0,1,1,0,0
LA RIOJA,Castro Barros,Chuquis,236,0,1,0,0,0,0,0,0,0
LA RIOJA,Castro Barros,Los Molinos,244,0,1,0,0,0,1,0,0,0
LA RIOJA,Castro Barros,Pinchas,390,0,1,0,0,0,1,0,0,0
LA RIOJA,Castro Barros,San Pedro,298,0,1,0,0,0,1,1,0,0
CABA,COMUNA 01,RETIRO,65413,1,1,1,1,1,1,1,1,1
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,0,0,0,1,0,0,0,1,0
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,0,0,0,0,1,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,0,0,0,0,0,1,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,0,0,0,0,0,1,0,1,0
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,247,0,0,0,0,0,0,1,0,0
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,254,0,0,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,0,0,0,1,0,0,0,1,1
CATAMARCA,Fray Mamerto Esquiú,San José,10242,0,0,0,0,0,0,0,1,1
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,740,0,0,0,0,1,0,0,0,1
CATAMARCA,La Paz,Casa de Piedra,251,0,0,0,0,0,0,0,0,0
CABA,COMUNA 01,SAN NICOLAS,29273,1,1,1,1,1,1,1,1,1
CATAMARCA,La Paz,El Aybal,68,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,El Bañado,123,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,El Divisadero,70,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,El Quimilo,63,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,Esquiú,1019,0,0,0,0,0,0,0,1,1
CATAMARCA,La Paz,Icaño,2104,0,0,0,0,1,0,1,1,1
CATAMARCA,La Paz,La Dorada,218,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,La Guardia,493,0,0,0,0,0,0,0,0,1
CATAMARCA,La Paz,Las Esquinas,136,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,Las Palmitas,126,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,Quirós,1156,0,0,0,0,0,1,1,0,1
CATAMARCA,La Paz,Ramblones,68,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Villa Elisa,0,0,1,0,1,0,1,0,1,1
BUENOS AIRES,La Plata,Villa Elvira,0,0,1,0,1,0,1,0,1,1
BUENOS AIRES,La Plata,Villa Garibaldi,0,0,0,0,0,0,1,0,0,0
BUENOS AIRES,La Plata,Villa Montoro,0,0,0,0,0,0,1,0,1,1
BUENOS AIRES,La Plata,Villa Parque Sicardi,0,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Lanús,Gerli,33704,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Lanús,Lanús Este,55952,1,1,1,1,1,0,1,1,1
BUENOS AIRES,Lanús,Lanús Oeste,159094,0,1,1,1,0,1,0,1,1
BUENOS AIRES,Lanús,Monte Chingolo,86220,1,1,1,1,0,0,1,1,1
LA PAMPA,Toay,Naicó,3,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Almirante Brown,Longchamps,51001,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,25844,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,17928,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,60422,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,30355,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Almirante Brown,San Jose,48151,1,1,1,1,1,1,1,1,1
CATAMARCA,Belén,Puerta de San José,277,0,0,0,0,0,0,0,0,0
CATAMARCA,Belén,Villa Vil,481,0,0,0,0,0,0,0,0,0
CATAMARCA,Capayán,Adolfo E. Carranza,32,0,0,0,0,0,0,0,0,0
CATAMARCA,Capayán,Balde de la Punta,116,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General San Martín,Villa José León Suarez,16173,1,1,0,1,0,1,1,1,1
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,18082,0,1,0,1,0,0,0,1,1
BUENOS AIRES,General San Martín,Villa Libertad,14404,0,1,0,1,0,0,0,1,1
BUENOS AIRES,General San Martín,Villa Lynch,4097,1,1,0,1,0,0,1,1,1
BUENOS AIRES,General San Martín,Villa Maipu,25120,1,1,0,1,0,1,0,1,1
BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,13440,0,1,0,1,0,0,0,1,1
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,3762,0,1,0,1,0,0,0,1,1
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,4567,0,1,0,1,0,0,0,1,1
BUENOS AIRES,General San Martín,Villa San Andrés,10018,1,1,0,1,0,1,1,1,1
BUENOS AIRES,General San Martín,Villa Yapeyú,3654,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Pilar,Del Viso,41437,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Pilar,Fátima,4923,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Pilar,La Lonja,12451,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Pilar,Los Cachorros,9009,0,1,0,0,0,0,0,1,1
BUENOS AIRES,Pilar,Manzanares,4379,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Pilar,Manzone,1970,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),12240,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Pilar,Pilar,86158,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Arrecifes,Arrecifes,26400,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Arrecifes,Todd,732,0,0,0,1,0,0,1,1,1
BUENOS AIRES,Arrecifes,Viña,464,1,1,0,0,0,0,0,1,1
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,3550,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Avellaneda,Avellaneda,25325,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Avellaneda,Crucesita,22745,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Avellaneda,Dock Sud,37392,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Avellaneda,Gerli,32384,1,1,0,1,0,0,1,1,1
BUENOS AIRES,General Viamonte,Baigorrita,1848,1,0,0,0,0,1,1,0,1
BUENOS AIRES,General Viamonte,La Delfina,26,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Viamonte,Los Toldos,14496,1,0,0,1,0,1,1,1,1
BUENOS AIRES,General Viamonte,San Emilio,142,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Viamonte,Zavalía,327,0,0,0,0,0,1,1,0,0
BUENOS AIRES,General Villegas,Banderaló,1339,0,0,0,0,1,0,0,1,1
BUENOS AIRES,General Villegas,Cañada Seca,718,0,0,0,0,0,0,0,0,1
BUENOS AIRES,General Villegas,Coronel Charlone,1348,1,0,0,1,1,0,1,1,1
BUENOS AIRES,General Villegas,Emilio V. Bunge,1986,0,0,0,0,1,0,1,1,1
BUENOS AIRES,General Villegas,General Villegas (Est. Villegas),18275,1,1,0,0,1,0,1,1,1
BUENOS AIRES,General Villegas,Massey (Est. Elordi),63,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Villegas,Pichincha,18,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Villegas,Piedritas,2160,1,0,0,1,1,1,1,1,1
BUENOS AIRES,General Villegas,Santa Eleodora,293,0,0,0,0,0,0,1,0,1
BUENOS AIRES,Pilar,Presidente Derqui,50783,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Pilar,Roberto De Vicenzo,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Pilar,Santa Teresa,5324,0,0,0,0,1,0,0,1,1
BUENOS AIRES,Pilar,Tortuguitas,26024,0,0,0,1,1,1,0,1,1
BUENOS AIRES,Pilar,Villa Astolfi,6735,0,1,0,1,0,1,0,1,1
BUENOS AIRES,Pilar,Villa Rosa,23865,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Pilar,Zelaya,3461,1,1,0,0,0,1,1,1,1
BUENOS AIRES,Pinamar,Carilo,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Pinamar,Ostende,0,0,0,0,0,0,0,0,1,1
CATAMARCA,Tinogasta,Costa de Reyes,30,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,El Pueblito,58,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,El Puesto,432,0,0,0,0,0,0,0,0,0
CABA,COMUNA 01,SAN TELMO,20453,1,1,1,1,1,1,1,1,1
CATAMARCA,Pomán,Saujil,2368,0,0,0,0,1,1,1,0,1
CATAMARCA,Pomán,Siján,1169,0,0,0,0,1,0,1,0,0
CATAMARCA,Santa María,Andalhualá,241,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Caspichango,39,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Chañar Punco,1736,0,0,0,0,0,0,0,0,1
CATAMARCA,Santa María,El Cajón,141,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,El Cerrito,0,0,0,0,0,0,0,0,1,1
CATAMARCA,Santa María,El Desmonte,144,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,El Puesto,200,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Famatanca,589,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Fuerte Quemado,459,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,La Hoyada,120,0,0,0,0,0,0,0,0,0
CABA,COMUNA 10,VILLA LURO,32502,1,1,1,1,1,1,1,1,1
CATAMARCA,Tinogasta,El Salado,574,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Fiambalá,4693,0,0,0,1,1,1,1,1,1
CATAMARCA,Tinogasta,La Puntilla,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,La Ramadita,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Los Balverdis,6,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Medanitos,999,0,0,0,0,0,0,0,0,1
CATAMARCA,Tinogasta,Palo Blanco,992,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Pampa Blanca,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Punta del Agua,167,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Saujil,339,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Tatón,301,0,0,0,0,0,0,0,0,1
MENDOZA,Junín,Medrano,817,0,0,0,0,0,1,0,0,0
CATAMARCA,Santa María,La Loma,388,0,0,0,0,1,0,0,0,0
CATAMARCA,Santa María,La Puntilla,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Lampacito,0,0,0,0,0,0,0,0,0,1
CATAMARCA,Santa María,Las Mojarras,959,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Loro Huasi,1547,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Medanitos,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Palo Seco,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Punta de Balasto,177,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,San José,2901,0,0,0,0,1,0,0,0,0
CATAMARCA,Santa María,San Jose Banda,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,San Jose Norte,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Santa María,11648,0,0,0,0,1,0,0,0,0
CATAMARCA,Santa María,Yapes,129,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Alijilán,1396,0,0,0,0,1,0,1,0,1
CATAMARCA,Santa Rosa,Bañado de Ovanta,1096,0,0,0,0,1,0,1,0,1
CATAMARCA,Santa Rosa,Las Cañas,177,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Lavalle,792,0,0,0,0,1,0,0,0,0
CATAMARCA,Santa Rosa,Los Altos,4490,0,0,0,0,1,1,1,1,1
CATAMARCA,Santa Rosa,Manantiales,659,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,San Pedro,830,0,0,0,0,0,0,0,0,1
CATAMARCA,Tinogasta,Anillaco,232,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Antinaco,105,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Banda de Lucero,268,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Cerro Negro,24,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Copacabana,695,0,0,0,0,0,0,0,0,1
CATAMARCA,Tinogasta,Cordobita,61,0,0,0,0,0,0,0,0,0
CORDOBA,Tulumba,Las Arrias,1104,1,0,0,0,0,0,1,1,1
CORDOBA,Tulumba,Lucio V. Mansilla,782,0,0,0,0,0,0,1,1,1
CORDOBA,Tulumba,Rosario del Saladillo,178,0,0,0,1,0,0,0,0,0
CORDOBA,Tulumba,San José de la Dormida,4472,1,0,0,0,1,1,1,1,1
CORDOBA,Tulumba,San José de las Salinas,662,0,0,0,0,0,0,0,1,1
CORDOBA,Tulumba,San Pedro Norte,317,0,0,0,0,0,1,0,0,0
CORDOBA,Tulumba,Villa Tulumba,1474,0,0,0,1,0,1,1,1,1
CORDOBA,Unión,Aldea Santa María,201,0,0,0,0,0,0,0,0,0
CORDOBA,Unión,Alto Alegre,816,1,1,0,1,0,0,1,1,1
CORDOBA,Unión,Ana Zumarán,98,0,0,0,0,0,0,0,0,1
CORDOBA,Unión,Ballesteros,3928,1,0,0,1,0,1,1,1,1
CORDOBA,Unión,Ballesteros Sur,532,0,0,0,1,0,1,1,0,0
CORDOBA,Unión,Bell Ville,33835,1,1,0,1,0,0,1,1,1
CORDOBA,Unión,Benjamín Gould,699,0,0,0,0,0,1,1,0,1
JUJUY,El Carmen,Perico,44750,0,1,0,0,1,1,1,1,1
JUJUY,El Carmen,Pila Pardo,0,0,0,0,0,0,0,0,0,0
JUJUY,El Carmen,Puesto Viejo,1372,0,1,0,0,1,0,1,1,1
JUJUY,El Carmen,San Isidro,93,0,0,0,0,0,0,0,0,0
JUJUY,El Carmen,San Juancito,45,0,0,0,0,0,0,0,0,1
JUJUY,Humahuaca,Aparzo,52,0,0,0,0,0,0,0,0,0
JUJUY,Humahuaca,Cianzo,76,0,0,0,0,0,0,0,0,0
JUJUY,Humahuaca,Coctaca,141,0,0,0,0,0,0,0,0,0
JUJUY,Humahuaca,El Aguilar,2264,0,0,0,0,1,0,1,1,1
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),456,0,0,0,1,0,0,0,0,0
JUJUY,Humahuaca,Humahuaca,10256,1,0,0,0,1,1,1,1,1
JUJUY,Humahuaca,Palca de Aparzo,144,0,0,0,0,0,0,0,0,1
JUJUY,Humahuaca,Palca de Varas,103,0,0,0,0,0,0,0,0,0
JUJUY,Humahuaca,Rodero,30,0,0,0,0,0,0,0,0,0
JUJUY,Humahuaca,Tres Cruces,376,0,0,0,1,0,0,0,0,1
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),508,1,0,0,1,0,0,1,0,0
JUJUY,Ledesma,Bananal,689,0,0,0,1,0,0,0,0,0
JUJUY,Ledesma,Bermejito,145,0,0,0,0,0,0,0,0,0
JUJUY,Ledesma,Caimancito,5336,1,0,0,0,1,1,1,1,1
JUJUY,Ledesma,Calilegua,5997,0,1,0,0,1,0,0,1,1
JUJUY,Ledesma,Chalicán,1062,0,0,0,0,0,1,0,0,1
SANTA FE,General Obligado,Puerto Reconquista,1144,0,0,0,0,0,0,1,0,1
MENDOZA,Junín,Phillips,894,0,0,0,0,0,1,1,0,0
MENDOZA,Junín,Rodríguez Peña,751,0,0,0,0,0,1,1,0,1
MENDOZA,La Paz,Desaguadero,424,0,0,0,0,0,0,1,1,1
MENDOZA,La Paz,La Paz,7872,1,0,0,1,0,0,1,1,1
MENDOZA,La Paz,Villa Antigua,311,0,0,0,0,0,0,0,0,0
MENDOZA,Las Heras,Blanco Encalada,555,0,0,0,0,0,1,1,0,0
MENDOZA,Las Heras,Capdeville,5103,0,0,0,0,0,0,0,0,1
MENDOZA,Las Heras,El Algarrobal,0,0,0,0,0,0,0,0,1,1
MENDOZA,Las Heras,El Borbollon,0,0,0,0,0,0,0,0,1,1
MENDOZA,Las Heras,EL CHALLAO,0,0,0,0,1,0,0,0,0,0
MENDOZA,Las Heras,EL PLUMERILLO,0,0,0,0,1,0,0,0,1,1
MENDOZA,Las Heras,EL RESGUARDO,0,0,0,0,1,0,0,0,1,0
MENDOZA,Las Heras,EL ZAPALLAR,0,0,0,0,1,0,0,0,1,1
MENDOZA,Las Heras,Jocolí,804,0,0,0,0,0,0,1,1,1
MENDOZA,Las Heras,La Cieneguita,0,0,0,0,0,0,0,0,1,1
MENDOZA,Las Heras,Las Cuevas,8,0,0,0,0,0,0,0,1,1
MENDOZA,Lavalle,El Vergel,362,0,0,0,0,0,1,0,0,0
MENDOZA,Lavalle,Ingeniero Gustavo André,288,0,0,0,0,0,1,0,0,0
MENDOZA,Las Heras,Las Heras,189067,1,0,1,1,1,1,1,1,1
MENDOZA,Las Heras,Los Penitentes,2,0,0,0,0,0,0,0,0,0
MENDOZA,Las Heras,Panquehua,0,0,0,0,1,0,0,0,1,1
MENDOZA,Las Heras,Papagayos,0,0,0,0,0,1,0,0,1,1
MENDOZA,Las Heras,Polvaredas,128,0,0,0,0,0,0,0,0,0
MENDOZA,Las Heras,Puente del Inca,126,0,0,0,0,0,0,0,1,1
MENDOZA,Las Heras,Punta de Vacas,18,0,0,0,0,0,0,0,0,0
MENDOZA,Las Heras,Sierras De Encalada,0,0,0,0,0,0,0,0,1,1
MENDOZA,Las Heras,Uspallata,3810,1,0,1,1,0,0,1,1,1
MENDOZA,Lavalle,3 de Mayo,516,0,0,0,0,0,1,1,0,1
MENDOZA,Lavalle,Barrio Alto del Olvido,266,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Barrio Jocolí II,163,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Barrio La Esperanza,0,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Barrio La Palmera,136,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Barrio La Pega,392,0,0,0,0,0,0,1,0,0
MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,290,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Barrio Los Jarilleros,831,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Barrio Los Olivos,73,1,0,0,0,0,0,1,0,0
MENDOZA,Lavalle,Barrio Virgen del Rosario,211,0,0,0,0,0,0,0,0,0
MENDOZA,Lavalle,Costa de Araujo,2816,0,0,0,1,0,1,0,1,1
MENDOZA,Lavalle,El Paramillo,90,0,0,0,0,0,0,0,0,0
MISIONES,Cainguás,Aristóbulo del Valle,12375,1,1,0,1,1,0,1,1,1
MISIONES,Cainguás,Campo Grande,6547,1,0,0,1,1,0,1,1,1
MISIONES,Cainguás,Dos de Mayo Núcleo I,6504,0,0,0,1,0,0,1,0,0
MISIONES,Cainguás,Dos de Mayo Núcleo II,0,0,0,0,0,0,0,0,0,0
MISIONES,Cainguás,Dos de Mayo Núcleo III,739,0,0,0,0,0,1,0,0,0
MISIONES,Cainguás,Kilómetro 17,439,0,0,0,0,0,0,0,0,0
MISIONES,Cainguás,Nucleo I,0,0,0,0,0,0,0,0,0,0
MISIONES,Cainguás,Nucleo Ii,0,0,0,0,0,0,0,0,0,1
MISIONES,Cainguás,Pueblo Illia,348,0,0,0,0,0,1,0,0,0
MISIONES,Cainguás,Salto Encantado,3543,0,1,0,0,1,1,1,0,1
MISIONES,Candelaria,Barrio del Lago,69,0,0,0,1,0,0,0,0,0
MISIONES,Candelaria,Bonpland,1842,1,0,0,0,0,0,1,0,1
MISIONES,Candelaria,Candelaria,13777,1,1,0,0,1,0,1,1,1
MISIONES,Candelaria,Cerro Corá,684,0,0,0,0,0,0,1,0,1
MISIONES,Candelaria,Loreto,309,0,0,0,0,0,0,0,0,0
MISIONES,Candelaria,Mártires,530,0,0,0,0,0,1,0,1,1
MISIONES,Candelaria,Profundidad,385,0,0,0,0,0,1,0,0,0
MISIONES,Candelaria,Puerto Santa Ana,53,0,0,0,0,0,0,0,0,0
SALTA,Anta,Apolinario Saravia,6730,0,1,0,0,1,1,1,1,1
SALTA,Anta,Ceibalito,176,0,0,0,0,0,0,0,0,0
SALTA,Anta,Centro 25 de Junio,877,0,0,0,0,0,0,0,1,1
SALTA,Anta,Coronel Mollinedo,1061,0,0,0,0,1,1,0,0,1
SALTA,Anta,Coronel Olleros,432,0,0,0,0,0,1,0,0,1
SALTA,Anta,El Quebrachal,6536,0,1,0,1,1,0,1,1,1
SALTA,Anta,Gaona,1883,0,1,0,1,1,0,1,0,1
SALTA,Anta,General Pizarro,1604,0,0,0,1,1,1,0,0,1
SALTA,Anta,Joaquín V. González,16329,1,1,0,1,1,0,1,1,1
SALTA,Anta,Las Lajitas,9887,0,1,0,1,1,1,1,1,1
SALTA,Anta,Luis Burela,1070,0,0,0,0,0,1,0,0,0
SALTA,Anta,Macapillo,90,0,0,0,0,0,0,0,0,0
SALTA,Anta,Nuestra Señora de Talavera,1328,0,0,0,0,0,0,0,1,1
SALTA,Anta,Piquete Cabado,681,0,0,0,0,1,1,0,0,0
SALTA,Anta,Río del Valle,758,0,0,0,0,1,1,0,0,0
SALTA,Anta,Tolloche,197,0,0,0,1,0,0,0,0,0
SAN LUIS,Chacabuco,Naschel,3543,0,1,0,0,0,1,1,0,1
SAN LUIS,Chacabuco,Papagayos,433,0,0,0,0,0,1,0,0,0
SAN LUIS,Chacabuco,Pozo Cavado,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,Punta De La Loma,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,Renca,178,0,0,0,0,0,1,0,0,0
SAN LUIS,Chacabuco,San Felipe,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,San Miguel,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,San Pablo,192,0,0,0,0,0,1,0,0,0
SAN LUIS,Chacabuco,Santa Martina,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,Tilisarao,6256,0,1,0,0,0,1,0,1,1
SAN LUIS,Chacabuco,Villa del Carmen,751,0,0,0,0,0,1,1,0,1
SAN LUIS,Chacabuco,Villa Larca,957,0,0,0,0,0,1,1,1,1
SAN LUIS,Coronel Pringles,Balde De La Isla,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Carolina,251,0,0,0,0,0,1,1,0,0
SAN LUIS,Coronel Pringles,Cerros Largos,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Cienaga De Intihuasi,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,El Arenal,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,El Baldecito,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,El Durazno,0,0,0,0,0,0,1,0,1,0
SAN LUIS,Coronel Pringles,El Trapiche,1200,0,0,0,0,0,1,1,1,1
SAN LUIS,Coronel Pringles,Eleodoro Lobos,0,0,0,0,0,0,0,0,1,1
SAN LUIS,Coronel Pringles,Estancia Grande,53,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Fraga,1127,0,0,0,0,0,1,1,0,1
SAN LUIS,Coronel Pringles,Intihuasi,0,0,0,0,0,0,0,0,0,0
SANTA FE,General López,Amenábar,1605,1,0,0,0,0,1,1,1,1
SANTA FE,General López,Cafferata,1449,1,0,0,1,0,0,0,1,1
SANTA FE,General López,Cañada del Ucle,698,1,0,0,0,0,1,1,0,0
SANTA FE,General López,Carmen,1611,0,0,0,0,0,1,1,1,1
SANTA FE,General López,Carreras,1906,0,1,0,0,0,1,1,1,1
SANTA FE,General López,Chapuy,571,0,1,0,0,0,0,1,1,1
SANTA FE,General López,Chovet,2101,0,1,0,0,0,0,1,1,1
SANTA FE,General López,Christophersen,499,0,0,0,1,0,1,1,0,1
SANTA FE,General López,Diego de Alvear,1855,1,0,0,1,0,1,1,1,1
SANTA FE,General López,Elortondo,5632,1,0,0,0,0,0,1,1,1
SANTA FE,General López,Firmat,19757,1,1,0,1,0,0,1,1,1
SANTA FE,General Obligado,Reconquista,70549,1,1,0,1,1,1,1,1,1
SANTA FE,General Obligado,San Antonio de Obligado,2579,1,1,0,0,1,1,1,0,1
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),2586,1,1,0,0,0,1,1,1,1
SANTA FE,General Obligado,Villa Ana,2696,0,0,0,0,1,0,1,0,1
SANTA FE,General Obligado,Villa Guillermina,4555,1,1,0,0,1,1,1,1,1
SANTA FE,General Obligado,Villa Ocampo,15037,1,0,0,0,1,0,1,1,1
SANTA FE,Iriondo,Barrio Cicarelli,28,0,0,0,0,0,1,0,0,0
SANTA FE,Iriondo,Bustinza,1098,1,0,0,1,0,1,1,0,1
SANTA FE,Iriondo,Cañada de Gómez,29205,1,1,0,1,0,1,1,1,1
SANTA FE,Iriondo,Carrizales (Est. Clarke),1041,1,1,0,0,0,0,1,0,1
SANTA FE,Iriondo,Classon,484,0,0,0,1,0,1,1,1,1
SANTA FE,Rosario,Rosario,948312,1,1,1,1,1,1,1,1,1
SANTA FE,Rosario,Soldini,2577,1,1,0,0,0,0,1,1,1
SANTA FE,Rosario,Villa Amelia,835,1,0,0,0,0,1,1,0,0
SANTA FE,Rosario,Villa del Plata,259,0,1,0,0,0,0,1,0,0
SANTA FE,Rosario,Villa Gobernador Gálvez,80769,1,1,1,1,0,1,1,1,1
SANTA FE,Rosario,Zavalla,4966,1,1,0,0,0,1,1,1,1
SANTA FE,San Cristóbal,Aguará Grande,96,0,0,0,0,1,1,0,0,0
SANTA FE,San Cristóbal,Ambrosetti,905,0,0,0,0,1,0,1,0,1
SANTA FE,San Cristóbal,Arrufo,1764,1,1,0,0,0,0,1,1,1
SANTA FE,San Cristóbal,Balneario La Verde,8,0,0,0,0,1,0,0,0,0
BUENOS AIRES,Avellaneda,Pineyro,28102,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Avellaneda,Sarandí,63281,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Avellaneda,Villa Domínico,61273,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Avellaneda,Wilde,68624,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Ayacucho,Ayacucho,17364,1,0,1,0,0,1,1,1,1
BUENOS AIRES,Ayacucho,La Constancia,49,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Ayacucho,Solanet,47,0,0,0,0,0,1,0,0,1
